pc_elapsed_s,pc_unix_s,frame_index,roll_deg,pitch_deg,yaw_deg,altitude_m,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,fc_time_s,imu_irq_hz,imu_poll_hz,imu_age_ms,roll_acc_deg,pitch_acc_deg,roll_gyro_deg,pitch_gyro_deg,roll_residual_deg,pitch_residual_deg,attitude_cf_alpha,attitude_dt_ms,coax_roll_rate_kd,coax_pitch_rate_kd,coax_yaw_angle_kp,coax_yaw_rate_kd,coax_vel_x_kd,coax_vel_y_kd,coax_vel_z_kd,coax_accel_xy_limit_m_s2,coax_accel_z_limit_m_s2,nav_acc_x_m_s2,nav_acc_y_m_s2,nav_acc_z_m_s2,vel_est_x_m_s,vel_est_y_m_s,vel_ref_x_m_s,vel_ref_y_m_s,vel_err_x_m_s,vel_err_y_m_s,vel_pid_out_x_m_s2,vel_pid_out_y_m_s2,vel_pid_p_x_m_s2,vel_pid_i_x_m_s2,vel_pid_d_x_m_s2,vel_pid_p_y_m_s2,vel_pid_i_y_m_s2,vel_pid_d_y_m_s2,servo_alpha_us,servo_beta_us,motor_upper_us,motor_lower_us,vel_loop_x_kp,vel_loop_y_kp,vel_loop_output_limit_m_s2,vel_loop_x_ki,vel_loop_y_ki,vel_loop_i_limit_m_s2,vel_loop_x_kd,vel_loop_y_kd,vel_loop_enable,flow_raw_vx_m_s,flow_raw_vy_m_s
0.168148,1783675214.110215,1,-2.82763219,-3.12092066,-11.7066402,0,0.0520982333,0.00243943324,0.994430304,0.101885468,0.175347343,0.0447043553,101.538002,992.292786,0,0.811000049,0.140551776,2.99897695,0.125037178,3.02840042,0.0155145973,-0.0294234753,0.995984197,1.00800002,-2.41000009,-2.5999999,-3,-0.200000003,0,0,3.0999999,3,2.5,8.66711198e-05,0.000120906836,5.51033045e-05,8.73644908e-08,1.21874095e-07,0,0,0.0868671387,-0.029978944,1.11858153,0.729578257,1.02937567,0.0892058238,0,0.322273642,0.407304645,-0,1515,1951,1549,1216,11.8500004,10.75,21.6700001,0.319999993,0.469999999,0.540000021,0,0,1,0,0
0.246348,1783675214.188415,2,-2.8275497,-3.12224579,-11.7031631,0,0.0518880822,0.00283412682,0.994268715,0.0904782265,0.0934934691,0.0253704004,101.588005,992.186035,0,0.377000004,0.163319096,2.98738313,0.125024214,3.02712083,0.0382948816,-0.0397377014,0.995881081,1.03399992,-2.41000009,-2.5999999,-3,-0.200000003,0,0,3.0999999,3,2.5,7.06171995e-05,-2.42539882e-05,7.82775896e-05,7.30181782e-08,-2.50786218e-08,0,0,0.0868671387,-0.029978944,1.11858153,0.729578257,1.02937567,0.0892058238,0,0.322273642,0.407304645,-0,1515,1951,1549,1216,11.8500004,10.75,21.6700001,0.319999993,0.469999999,0.540000021,0,0,1,0,0
0.277284,1783675214.219351,3,-2.83147907,-3.11983871,-11.6982307,0,0.0518042445,0.00296059693,0.994603276,0.0834952667,0.2006547,0.090880692,101.638008,992.186035,0,0.0870000049,0.170549616,2.98156238,0.121044792,3.02956557,0.049504824,-0.0480031967,0.995805621,1.05299997,-2.41000009,-2.5999999,-3,-0.200000003,0,0,3.0999999,3,2.5,0,0,0,0,0,0,0,0.0868671387,-0.029978944,1.11858153,0.729578257,1.02937567,0.0892058238,0,0.322273642,0.407304645,-0,1515,1951,1549,1216,11.8500004,10.75,21.6700001,0.319999993,0.469999999,0.540000021,0,0,1,0,0
0.340734,1783675214.282800,4,-2.83070159,-3.12599277,-11.6942787,0,0.0508707911,0.00217347965,0.994522333,0.108507141,0.0934733599,0.0751589313,101.688004,992.186035,0,0.644000053,0.125216916,2.92817616,0.1220171,3.02359271,0.00319981575,-0.0954165459,0.99598819,1.00699997,-2.41000009,-2.5999999,-3,-0.200000003,0,0,3.0999999,3,2.5,2.05582382e-05,-9.70957481e-05,6.82067912e-05,2.07021458e-08,-9.77754198e-08,0,0,0.0868671387,-0.029978944,1.11858153,0.729578257,1.02937567,0.0892058238,0,0.322273642,0.407304645,-0,1515,1951,1549,1216,11.8500004,10.75,21.6700001,0.319999993,0.469999999,0.540000021,0,0,1,0,0
0.416105,1783675214.358172,5,-2.82822919,-3.13244915,-11.6900673,0,0.0510211773,0.00356093654,0.993916094,0.127799243,0.149077043,0.0862746835,101.738007,992.186035,0,0.220000014,0.205274627,2.93859386,0.124176711,3.01706886,0.0810979158,-0.0784749985,0.995984197,1.00800002,-2.41000009,-2.5999999,-3,-0.200000003,0,0,3.0999999,3,2.5,7.54559078e-05,5.56571795e-05,0.000147628787,7.60595569e-08,5.61024365e-08,0,0,0.0868671387,-0.029978944,1.11858153,0.729578257,1.02937567,0.0892058238,0,0.322273642,0.407304645,-0,1515,1951,1549,1216,11.8500004,10.75,21.6700001,0.319999993,0.469999999,0.540000021,0,0,1,0,0
0.448152,1783675214.390219,6,-2.82432556,-3.151263,-11.6857204,0,0.0504198447,0.0033286633,0.994295359,0.137040272,0.15953128,0.0608218163,101.788002,992.186035,0,0.855000019,0.19181186,2.90291595,0.12815091,2.99832225,0.0636609495,-0.0954062939,0.995992124,1.00599992,-2.41000009,-2.5999999,-3,-0.200000003,0,0,3.0999999,3,2.5,5.48493881e-05,-9.96038398e-06,2.79235846e-05,5.51784822e-08,-1.00201465e-08,0,0,0.0868671387,-0.029978944,1.11858153,0.729578257,1.02937567,0.0892058238,0,0.322273642,0.407304645,-0,1515,1951,1549,1216,11.8500004,10.75,21.6700001,0.319999993,0.469999999,0.540000021,0,0,1,0,0
0.511344,1783675214.453410,7,-2.82310152,-3.15084481,-11.6809368,0,0.050881464,0.00235762773,0.994694769,0.122197509,0.105288237,0.0913282782,101.838005,992.142578,0,0.437000006,0.135802329,2.92828131,0.129605293,2.99864054,0.00619703531,-0.07035923,0.995984197,1.00800002,-2.41000009,-2.5999999,-3,-0.200000003,0,0,3.0999999,3,2.5,-0.000101433994,-2.28983554e-05,8.0165868e-05,-1.02245465e-07,-2.3081542e-08,0,0,0.0868671387,-0.029978944,1.11858153,0.729578257,1.02937567,0.0892058238,0,0.322273642,0.407304645,-0,1515,1951,1549,1216,11.8500004,10.75,21.6700001,0.319999993,0.469999999,0.540000021,0,0,1,0,0
0.572750,1783675214.514817,8,-2.82526851,-3.15162444,-11.6767178,0,0.0513948761,0.00310713146,0.994006515,0.121418998,0.169139966,0.115210861,101.888008,992.142578,0,0.0920000076,0.179098353,2.95981503,0.127246007,2.99773717,0.0518523455,-0.0379221439,0.995813549,1.051,-2.41000009,-2.5999999,-3,-0.200000003,0,0,3.0999999,3,2.5,0,0,0,0,0,0,0,0.0868671387,-0.029978944,1.11858153,0.729578257,1.02937567,0.0892058238,0,0.322273642,0.407304645,-0,1515,1951,1549,1216,11.8500004,10.75,21.6700001,0.319999993,0.469999999,0.540000021,0,0,1,0,0
0.635497,1783675214.577564,9,-2.82348514,-3.15002751,-11.6730213,0,0.0519674011,0.00330189569,0.994367599,0.0630778223,0.123384349,0.0729505643,101.938004,992.142578,0,0.661000013,0.190255597,2.99164009,0.12900047,2.99920559,0.0612551272,-0.00756549835,0.995984197,1.00800002,-2.41000009,-2.5999999,-3,-0.200000003,0,0,3.0999999,3,2.5,-3.31521042e-05,-5.34519568e-05,6.74629264e-05,-3.34173222e-08,-5.3879571e-08,0,0,0.0868671387,-0.029978944,1.11858153,0.729578257,1.02937567,0.0892058238,0,0.322273642,0.407304645,-0,1515,1951,1549,1216,11.8500004,10.75,21.6700001,0.319999993,0.469999999,0.540000021,0,0,1,0,0
0.713773,1783675214.655840,10,-2.82250905,-3.14357495,-11.6689091,0,0.0520386957,0.00285893306,0.99413085,0.103870302,0.11874406,0.111993596,101.988007,992.142578,0,0.251000017,0.164771423,2.99645305,0.130083233,3.00566483,0.0346881896,-0.00921177864,0.995984197,1.00800002,-2.41000009,-2.5999999,-3,-0.200000003,0,0,3.0999999,3,2.5,1.56784063e-05,-6.2046427e-05,0.000119991309,1.58038329e-08,-6.25427958e-08,0,0,0.0868671387,-0.029978944,1.11858153,0.729578257,1.02937567,0.0892058238,0,0.322273642,0.407304645,-0,1515,1951,1549,1216,11.8500004,10.75,21.6700001,0.319999993,0.469999999,0.540000021,0,0,1,0,0
