pc_elapsed_s,pc_unix_s,frame_index,roll_deg,pitch_deg,yaw_deg,altitude_m,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,fc_time_s,imu_irq_hz,imu_poll_hz,imu_age_ms,roll_acc_deg,pitch_acc_deg,roll_gyro_deg,pitch_gyro_deg,roll_residual_deg,pitch_residual_deg,attitude_cf_alpha,attitude_dt_ms,coax_roll_rate_kd,coax_pitch_rate_kd,coax_yaw_angle_kp,coax_yaw_rate_kd,coax_vel_x_kd,coax_vel_y_kd,coax_vel_z_kd,coax_accel_xy_limit_m_s2,coax_accel_z_limit_m_s2,nav_acc_x_m_s2,nav_acc_y_m_s2,nav_acc_z_m_s2,vel_est_x_m_s,vel_est_y_m_s,vel_ref_x_m_s,vel_ref_y_m_s,vel_err_x_m_s,vel_err_y_m_s,vel_pid_out_x_m_s2,vel_pid_out_y_m_s2,vel_pid_p_x_m_s2,vel_pid_i_x_m_s2,vel_pid_d_x_m_s2,vel_pid_p_y_m_s2,vel_pid_i_y_m_s2,vel_pid_d_y_m_s2,servo_alpha_us,servo_beta_us,motor_upper_us,motor_lower_us,vel_loop_x_kp,vel_loop_y_kp,vel_loop_output_limit_m_s2,vel_loop_x_ki,vel_loop_y_ki,vel_loop_i_limit_m_s2,vel_loop_x_kd,vel_loop_y_kd,vel_loop_enable,flow_raw_vx_m_s,flow_raw_vy_m_s
0.141770,1783679966.442255,1,-0.76637888,-0.228714228,24.6604252,0,0.0461665653,0.00281774625,0.994350791,-0.0433273315,0.00345127657,0.0727519542,144.235001,991.952393,0,0.34800002,0.162361756,2.65825748,0.193940416,2.7402699,-0.03157866,-0.0820124149,0.996023893,0.998000026,-1.60000002,-1.60000002,-3,-0.200000003,0,0,3.0999999,3,2.5,0,0,0,1.697056e-05,5.09116835e-05,0,0,0.0377729647,0.04425909,0.226637781,0.266158968,0.226637781,0,-0,0.265554547,0.000604435452,0,1467,1933,1405,1449,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1,0.000212132014,0.000636396057
0.172101,1783679966.472585,2,-0.762386978,-0.239387512,24.6614666,0,0.0462248698,0.00359508209,0.994342804,-0.0258339532,-0.0617269203,0.0316638425,144.285004,991.952393,0,0.0700000003,0.207154036,2.66162467,0.197768778,2.72954535,0.00938525796,-0.0679206848,0.995956361,1.0150001,-1.60000002,-1.60000002,-3,-0.200000003,0,0,3.0999999,3,2.5,-7.39395637e-06,0.00010027059,3.67355351e-05,-3.39486251e-05,3.4042896e-05,0,0,0.0377729647,0.04425909,0.226637781,0.266158968,0.226637781,0,-0,0.265554547,0.000604435452,0,1467,1933,1405,1449,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1,-0.000424264028,0.000424264028
0.234799,1783679966.535284,3,-0.76623702,-0.25358367,24.6622715,0,0.0468727201,0.00230884971,0.994549096,-0.0554959029,0.00691766245,-0.00396599248,144.335007,991.952393,0,0.546000004,0.133012146,2.69832444,0.194202125,2.71514201,-0.0611899793,-0.0168175697,0.99598819,1.00699997,-1.60000002,-1.60000002,-3,-0.200000003,0,0,3.0999999,3,2.5,0,0,0,0,6.78822398e-05,0,0,0.0377729647,0.04425909,0.226637781,0.266158968,0.226637781,0,-0,0.265554547,0.000604435452,0,1467,1933,1405,1449,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1,-0,0.000848528056
0.309850,1783679966.610334,4,-0.761052608,-0.244851351,24.6625538,0,0.0483371913,0.00385070499,0.994920135,-0.0463391915,0.0184057094,0.0247377194,144.38501,991.952393,0,0.140000001,0.221754521,2.78144979,0.199049741,2.72357392,0.0227047801,0.0578758717,0.995976269,1.00999999,-1.60000002,-1.60000002,-3,-0.200000003,0,0,3.0999999,3,2.5,0,0,0,-5.09116835e-05,8.4852807e-05,0,0,0.0377729647,0.04425909,0.226637781,0.266158968,0.226637781,0,-0,0.265554547,0.000604435452,0,1467,1933,1405,1449,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1,-0.000636396057,0.00106066011
0.371532,1783679966.672017,5,-0.7628901,-0.239973068,24.6626606,0,0.0472140796,0.00256385375,0.994219244,-0.0341018513,-0.0715761855,0.0107809175,144.435013,991.908752,0,0.738000035,0.147751793,2.71884465,0.19750382,2.72872496,-0.0497520268,-0.00988030434,0.995976269,1.00999999,-1.60000002,-1.60000002,-3,-0.200000003,0,0,3.0999999,3,2.5,0,0,0,-3.39411199e-05,0,0,0,0.0377729647,0.04425909,0.226637781,0.266158968,0.226637781,0,-0,0.265554547,0.000604435452,0,1467,1933,1405,1449,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1,-0.000424264028,-0
0.402752,1783679966.703237,6,-0.759021997,-0.24475646,24.6634598,0,0.047648862,0.00380097027,0.99459064,-0.0867885053,0.115882762,0.000381188467,144.485001,991.908752,0,0.325000018,0.218962938,2.74280977,0.201100037,2.72382545,0.0178629011,0.0189843178,0.99598819,1.00699997,-1.60000002,-1.60000002,-3,-0.200000003,0,0,3.0999999,3,2.5,0,0,0,-3.39411199e-05,3.39411199e-05,0,0,0.0377729647,0.04425909,0.226637781,0.266158968,0.226637781,0,-0,0.265554547,0.000604435452,0,1467,1933,1405,1449,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1,-0.000424264028,0.000424264028
0.466384,1783679966.766869,7,-0.758291364,-0.243247271,24.6634293,0,0.047640495,0.00261307228,0.994524002,-0.00729716383,-0.0495938137,0.0623212233,144.535004,991.908752,0,0.0700000003,0.150542036,2.74252295,0.202097937,2.72534561,-0.0515559018,0.0171773434,0.996206403,0.951999962,-1.60000002,-1.60000002,-3,-0.200000003,0,0,3.0999999,3,2.5,7.97706889e-05,-6.2044528e-05,5.21278416e-05,7.5941692e-08,-5.90663873e-08,0,0,0.0377729647,0.04425909,0.226637781,0.266158968,0.226637781,0,-0,0.265554547,0.000604435452,0,1467,1933,1405,1449,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1,-0,-0
0.559029,1783679966.859514,8,-0.758596063,-0.249507904,24.6638145,0,0.0459705144,0.00422284752,0.994491756,-0.0502296984,0.00951568782,-0.014603788,144.585007,991.908752,0,0.522000015,0.243289977,2.64659739,0.201429501,2.71944284,0.0418604761,-0.072845459,0.995984197,1.00800002,-1.60000002,-1.60000002,-3,-0.200000003,0,0,3.0999999,3,2.5,0,0,0,-3.39411199e-05,-3.39411199e-05,0,0,0.0377729647,0.04425909,0.226637781,0.266158968,0.226637781,0,-0,0.265554547,0.000604435452,0,1467,1933,1405,1449,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1,-0.000424264028,-0.000424264028
0.590252,1783679966.890736,9,-0.759718239,-0.257038832,24.6636162,0,0.0460774973,0.00309484731,0.994324148,-0.00154887442,0.00896548852,-0.00858335756,144.63501,991.908752,0,0.111000009,0.178333327,2.65320516,0.200564802,2.71185517,-0.0222314745,-0.0586500168,0.995980263,1.00899994,-1.60000002,-1.60000002,-3,-0.200000003,0,0,3.0999999,3,2.5,0,0,0,-5.09116835e-05,1.697056e-05,0,0,0.0377729647,0.04425909,0.226637781,0.266158968,0.226637781,0,-0,0.265554547,0.000604435452,0,1467,1933,1405,1449,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1,-0.000636396057,0.000212132014
0.654837,1783679966.955322,10,-0.757756591,-0.268452644,24.6651115,0,0.0465874486,0.00407241052,0.994264662,-0.0864035636,-0.153587431,0.0780636221,144.685013,991.908752,0,0.718000054,0.234676585,2.68267703,0.202307001,2.70027637,0.0323695838,-0.0175993443,0.995980263,1.00899994,-1.60000002,-1.60000002,-3,-0.200000003,0,0,3.0999999,3,2.5,0,0,0,0,0,0,0,0.0377729647,0.04425909,0.226637781,0.266158968,0.226637781,0,-0,0.265554547,0.000604435452,0,1467,1933,1405,1449,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1,-0,-0
0.717434,1783679967.017919,11,-0.758782864,-0.278846979,24.6656647,0,0.0453542396,0.0023645279,0.993631482,-0.00513066817,0.0591573901,0.0177629516,144.735001,991.908752,0,0.310000002,0.136345536,2.61344051,0.201673925,2.69011998,-0.0653283894,-0.0766794682,0.995972216,1.01100004,-1.60000002,-1.60000002,-3,-0.200000003,0,0,3.0999999,3,2.5,0,0,0,-1.697056e-05,-1.697056e-05,0,0,0.0377729647,0.04425909,0.226637781,0.266158968,0.226637781,0,-0,0.265554547,0.000604435452,0,1467,1933,1405,1449,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1,-0.000212132014,-0.000212132014
0.779615,1783679967.080100,12,-0.764759898,-0.280014992,24.6661701,0,0.045943588,0.00373922475,0.994309485,-0.115878098,-0.0547335185,0.00124300644,144.785004,991.908752,0,0.0710000023,0.215466917,2.64553857,0.195356265,2.68881011,0.0201106519,-0.0432715416,0.996142924,0.967999995,-1.60000002,-1.60000002,-3,-0.200000003,0,0,3.0999999,3,2.5,-8.55034596e-05,8.49343905e-06,9.1552738e-06,-3.40238876e-05,3.39493417e-05,0,0,0.0377729647,0.04425909,0.226637781,0.266158968,0.226637781,0,-0,0.265554547,0.000604435452,0,1467,1933,1405,1449,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1,-0.000424264028,0.000424264028
0.825049,1783679967.125534,13,-0.76188004,-0.287192583,24.6662731,0,0.0460818931,0.00304585323,0.99427861,0.0686840191,0.0317984186,0.001100122,144.835007,991.908752,0,0.513999999,0.1755182,2.65357971,0.198403254,2.6815753,-0.0228850543,-0.0279955864,0.996083379,0.98300004,-1.60000002,-1.60000002,-3,-0.200000003,0,0,3.0999999,3,2.5,0,0,0,3.39411199e-05,0,0,0,0.0377729647,0.04425909,0.226637781,0.266158968,0.226637781,0,-0,0.265554547,0.000604435452,0,1467,1933,1405,1449,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1,0.000424264028,-0
0.888666,1783679967.189151,14,-0.766935229,-0.284746647,24.6664715,0,0.046494551,0.00341844629,0.99422425,-0.107708901,-0.00333618373,0.0275066812,144.88501,991.908752,0,0.111000009,0.196999595,2.67745066,0.193243414,2.68393755,0.00375618041,-0.0064868927,0.99598819,1.00699997,-1.60000002,-1.60000002,-3,-0.200000003,0,0,3.0999999,3,2.5,0,0,0,1.697056e-05,-1.697056e-05,0,0,0.0377729647,0.04425909,0.226637781,0.266158968,0.226637781,0,-0,0.265554547,0.000604435452,0,1467,1933,1405,1449,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1,0.000212132014,-0.000212132014
0.950238,1783679967.250723,15,-0.763878524,-0.294103861,24.6675072,0,0.0464552902,0.00309448666,0.994090736,0.0415219404,-0.041102346,0.0293122604,144.935013,991.988098,0,0.715000033,0.178354397,2.67555451,0.196387678,2.67455029,-0.018033281,0.00100421906,0.995980263,1.00899994,-1.60000002,-1.60000002,-3,-0.200000003,0,0,3.0999999,3,2.5,0,0,0,1.697056e-05,-1.697056e-05,0,0,0.0377729647,0.04425909,0.226637781,0.266158968,0.226637781,0,-0,0.265554547,0.000604435452,0,1467,1933,1405,1449,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1,0.000212132014,-0.000212132014
0.990272,1783679967.290757,16,-0.766406059,-0.288238525,24.6681423,0,0.0479443148,0.00325550791,0.994355083,-0.130428925,0.0687964112,0.0354498439,144.985001,991.988098,0,0.30400002,0.187585101,2.76044869,0.193812624,2.68009734,-0.00622752309,0.0803513527,0.99598819,1.00699997,-1.60000002,-1.60000002,-3,-0.200000003,0,0,3.0999999,3,2.5,0,0,0,3.39411199e-05,3.39411199e-05,0,0,0.0377729647,0.04425909,0.226637781,0.266158968,0.226637781,0,-0,0.265554547,0.000604435452,0,1467,1933,1405,1449,6,-6,21.6700001,0,0.0199999996,0.540000021,0,0,1,0.000424264028,0.000424264028
